Record ID,Record Status,Manufacturer,Manufacturer Part Number,Legacy AIPN,Legacy AIPN Old,Legacy Description,Legacy Family,Legacy Datasheet,Import Source,Source Sheet,Duplicate Source Rows,Identity Key,Source Rows,Source Data JSON
PMR-000198,Imported - Pending Verification,YAGEO,RC0603FR-072K4L,,RES-0603-2K4-1%-00,RES 2.4K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-072k4l,202,"[{""source_row"":202,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""2400"",""Case"":""0603"",""Image"":"""",""Description"":""RES 2.4K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-072K4L"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""2K4"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-2K4-1%-00"",""LEN"":""18"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000199,Imported - Pending Verification,YAGEO,RC0603FR-073K3L,,RES-0603-3K3-1%-00,RES 3.3K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-073k3l,203,"[{""source_row"":203,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""3300"",""Case"":""0603"",""Image"":"""",""Description"":""RES 3.3K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-073K3L"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""3K3"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-3K3-1%-00"",""LEN"":""18"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000200,Imported - Pending Verification,YAGEO,RC0402FR-074K7L,,,RES 4.7K OHM 1% 1/16W 0402,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0402fr-074k7l,204,"[{""source_row"":204,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""4700"",""Case"":""0402"",""Image"":"""",""Description"":""RES 4.7K OHM 1% 1/16W 0402"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0402FR-074K7L"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000201,Imported - Pending Verification,YAGEO,RC0603FR-074K7L,,RES-0603-4K7-1%-00,RES 4.7K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-074k7l,205,"[{""source_row"":205,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""4700"",""Case"":""0603"",""Image"":"""",""Description"":""RES 4.7K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-074K7L"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""4K7"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-4K7-1%-00"",""LEN"":""18"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000202,Imported - Pending Verification,YAGEO,RC0402FR-0710KL,,,RES 10K OHM 1% 1/16W 0402,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0402fr-0710kl,206,"[{""source_row"":206,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""10000"",""Case"":""0402"",""Image"":"""",""Description"":""RES 10K OHM 1% 1/16W 0402"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0402FR-0710KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000203,Imported - Pending Verification,YAGEO,RC0603FR-0710KL,,RES-0603-10K-1%-00,RES 10K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-0710kl,207,"[{""source_row"":207,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""10000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 10K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-0710KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""10K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-10K-1%-00"",""LEN"":""18"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000204,Imported - Pending Verification,Vishay Dale Thin Film,TNPW060310K0BEEA,,,RES 10K OHM 0.1% 0.21W 0603,RES,https://www.vishay.com/docs/28758/tnpw_e3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,vishaydalethinfilm | tnpw060310k0beea,208,"[{""source_row"":208,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""10000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 10K OHM 0.1% 0.21W 0603"",""Manufacturer Name"":""Vishay Dale Thin Film"",""Manufacturer Part Number"":""TNPW060310K0BEEA"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""25"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://www.vishay.com/docs/28758/tnpw_e3.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Germany""}}]"
PMR-000205,Imported - Pending Verification,YAGEO,RT0603FRE0717K8L,,RES-0603-17K8-1%-00,RES SMD 17.8K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RT_1-TO-0-01_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rt0603fre0717k8l,209,"[{""source_row"":209,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""17800"",""Case"":""0603"",""Image"":"""",""Description"":""RES SMD 17.8K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RT0603FRE0717K8L"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""20"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""17K8"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-17K8-1%-00"",""LEN"":""19"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RT_1-TO-0-01_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000206,Imported - Pending Verification,YAGEO,RC0603FR-0718KL,,RES-0603-18K-1%-00,RES 18K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-0718kl,210,"[{""source_row"":210,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""18000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 18K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-0718KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""18K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-18K-1%-00"",""LEN"":""18"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000207,Imported - Pending Verification,YAGEO,RC0603FR-0722KL,,RES-0603-22K-1%-00,RES 22K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-0722kl,211,"[{""source_row"":211,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""22000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 22K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-0722KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""22K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-22K-1%-00"",""LEN"":""18"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000208,Imported - Pending Verification,Vishay Dale Thin Film,TNPW060325K2BEEN,,,TNPW0603 25K2 0.1% T-9 E52 E3,RES,https://www.vishay.com/docs/28758/tnpw_e3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,vishaydalethinfilm | tnpw060325k2been,212,"[{""source_row"":212,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""25200"",""Case"":""0603"",""Image"":"""",""Description"":""TNPW0603 25K2 0.1% T-9 E52 E3"",""Manufacturer Name"":""Vishay Dale Thin Film"",""Manufacturer Part Number"":""TNPW060325K2BEEN"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""25"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://www.vishay.com/docs/28758/tnpw_e3.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""-"",""HTSUS"":""-"",""Country of Origin"":""-""}}]"
PMR-000209,Imported - Pending Verification,YAGEO,RC0603FR-0747KL,,RES-0603-47K-1%-00,RES 47K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-0747kl,213,"[{""source_row"":213,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""47000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 47K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-0747KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""47K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-47K-1%-00"",""LEN"":""18"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000210,Imported - Pending Verification,Vishay Dale Thin Film,TNPW060350K5BEEA,,,RES 50.5K OHM 0.1% 0.21W 0603,RES,https://www.vishay.com/docs/28758/tnpw_e3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,vishaydalethinfilm | tnpw060350k5beea,214,"[{""source_row"":214,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""50500"",""Case"":""0603"",""Image"":"""",""Description"":""RES 50.5K OHM 0.1% 0.21W 0603"",""Manufacturer Name"":""Vishay Dale Thin Film"",""Manufacturer Part Number"":""TNPW060350K5BEEA"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""25"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://www.vishay.com/docs/28758/tnpw_e3.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Germany""}}]"
PMR-000211,Imported - Pending Verification,Royal Ohm,0603SAF8662T5E,,RES-0603-86K6-1%-00,RES 86.6K OHM 1% 1/10W 0603,RES,,AIPN Parts Master.xlsx,My Lists Worksheet,No,royalohm | 0603saf8662t5e,215,"[{""source_row"":215,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""86600"",""Case"":""0603"",""Image"":"""",""Description"":""RES 86.6K OHM 1% 1/10W 0603"",""Manufacturer Name"":""Royal Ohm"",""Manufacturer Part Number"":""0603SAF8662T5E"",""Lifecycle"":"""",""Leadtime(WKS)"":"""",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""86K6"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-86K6-1%-00"",""LEN"":""19"",""Datasheet"":"""",""RoHS Status"":"""",""Moisture Sensitivity Level (MSL)"":"""",""ECCN"":"""",""HTSUS"":"""",""Country of Origin"":""""}}]"
PMR-000212,Imported - Pending Verification,YAGEO,RC0603FR-0788K7L,,RES-0603-88K7-1%-00,RES 88.7K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-0788k7l,216,"[{""source_row"":216,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""88700"",""Case"":""0603"",""Image"":"""",""Description"":""RES 88.7K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-0788K7L"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""88K7"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-88K7-1%-00"",""LEN"":""19"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000213,Imported - Pending Verification,Koa Speer,RK73H1ETTP1003F,,,RES 100K OHM 1% 1/10W 0402,RES,https://www.koaspeer.com/pdfs/RK73H.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,koaspeer | rk73h1ettp1003f,217,"[{""source_row"":217,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""100000"",""Case"":""0402"",""Image"":"""",""Description"":""RES 100K OHM 1% 1/10W 0402"",""Manufacturer Name"":""Koa Speer"",""Manufacturer Part Number"":""RK73H1ETTP1003F"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""7"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://www.koaspeer.com/pdfs/RK73H.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Malaysia""}}]"
PMR-000214,Imported - Pending Verification,YAGEO,RC0603FR-07100KL,,RES-0603-100K-1%-00,RES 100K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-07100kl,218,"[{""source_row"":218,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""100000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 100K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-07100KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""100K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-100K-1%-00"",""LEN"":""19"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000215,Imported - Pending Verification,Vishay Dale Thin Film,TNPW0603100KBEEN,,,RES 100K OHM 0.1% 0.21W 0603,RES,https://www.vishay.com/docs/28758/tnpw_e3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,vishaydalethinfilm | tnpw0603100kbeen,219,"[{""source_row"":219,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""100000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 100K OHM 0.1% 0.21W 0603"",""Manufacturer Name"":""Vishay Dale Thin Film"",""Manufacturer Part Number"":""TNPW0603100KBEEN"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""25"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://www.vishay.com/docs/28758/tnpw_e3.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Germany""}}]"
PMR-000216,Imported - Pending Verification,Panasonic,ERJ3EKF1303V,,RES-0603-130K-1%-00,RES SMD 130K OHM 1% 1/10W 0603,RES,,AIPN Parts Master.xlsx,My Lists Worksheet,No,panasonic | erj3ekf1303v,220,"[{""source_row"":220,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""130000"",""Case"":""0603"",""Image"":"""",""Description"":""RES SMD 130K OHM 1% 1/10W 0603"",""Manufacturer Name"":""Panasonic"",""Manufacturer Part Number"":""ERJ3EKF1303V"",""Lifecycle"":"""",""Leadtime(WKS)"":"""",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""130K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-130K-1%-00"",""LEN"":""19"",""Datasheet"":"""",""RoHS Status"":"""",""Moisture Sensitivity Level (MSL)"":"""",""ECCN"":"""",""HTSUS"":"""",""Country of Origin"":""""}}]"
PMR-000217,Imported - Pending Verification,YAGEO,RC0603FR-07150KL,,RES-0603-150K-1%-00,RES 150K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-07150kl,221,"[{""source_row"":221,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""150000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 150K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-07150KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""150K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-150K-1%-00"",""LEN"":""19"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000218,Imported - Pending Verification,YAGEO,RC0603FR-07220KL,,RES-0603-220K-1%-00,RES 220K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-07220kl,222,"[{""source_row"":222,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""220000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 220K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-07220KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""220K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-220K-1%-00"",""LEN"":""19"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
PMR-000219,Imported - Pending Verification,YAGEO,RC0603FR-07300KL,,RES-0603-300K-1%-00,RES 300K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | rc0603fr-07300kl,223,"[{""source_row"":223,""values"":{""AIPN"":"""",""Family"":""RES"",""Value"":""300000"",""Case"":""0603"",""Image"":"""",""Description"":""RES 300K OHM 1% 1/10W 0603"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""RC0603FR-07300KL"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""300K"",""Param #2"":""1%"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""RES-0603-300K-1%-00"",""LEN"":""19"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8533.21.0030"",""Country of Origin"":""Taiwan""}}]"
