Record ID,Manufacturer,Manufacturer Part Number,Provider,Status,Message,Knowledge Base Paths,PDCPartProfile Path
PMR-000067,Würth Elektronik,64900311122,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__64900311122.json,
PMR-000067,Würth Elektronik,64900311122,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__64900311122.json,output\provider_profiles\MOUSER__W_rth_Elektronik__64900311122.json
PMR-000068,Würth Elektronik,638263122003,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__638263122003.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__638263122003.json
PMR-000068,Würth Elektronik,638263122003,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__638263122003.json,
PMR-000068,Würth Elektronik,638263122003,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__638263122003.json,output\provider_profiles\MOUSER__W_rth_Elektronik__638263122003.json
PMR-000069,Wurth,638263222003,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Wurth__638263222003.json,output\provider_profiles\DIGIKEY__Wurth__638263222003.json
PMR-000069,Wurth,638263222003,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__638263222003.json,
PMR-000069,Wurth,638263222003,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__638263222003.json,output\provider_profiles\MOUSER__Wurth__638263222003.json
PMR-000070,Wurth,620303124022,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Wurth__620303124022.json,output\provider_profiles\DIGIKEY__Wurth__620303124022.json
PMR-000070,Wurth,620303124022,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__620303124022.json,
PMR-000070,Wurth,620303124022,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__620303124022.json,output\provider_profiles\MOUSER__Wurth__620303124022.json
PMR-000071,Würth Elektronik,691210910004,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__691210910004.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__691210910004.json
PMR-000071,Würth Elektronik,691210910004,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__691210910004.json,
PMR-000071,Würth Elektronik,691210910004,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__691210910004.json,output\provider_profiles\MOUSER__W_rth_Elektronik__691210910004.json
PMR-000072,Wurth,620304124022,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Wurth__620304124022.json,output\provider_profiles\DIGIKEY__Wurth__620304124022.json
PMR-000072,Wurth,620304124022,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__620304124022.json,
PMR-000072,Wurth,620304124022,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__620304124022.json,output\provider_profiles\MOUSER__Wurth__620304124022.json
PMR-000073,Wurth,614104190121,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product 614104190121 Not Found"",
                ""instance"": """",
                ""correlationId"": ""9b795df4-50f7-4804-a381-cda81388e1e8"",
                ""errors"": []
            }
        ",,
PMR-000073,Wurth,614104190121,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__614104190121.json,
PMR-000073,Wurth,614104190121,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__614104190121.json,output\provider_profiles\MOUSER__Wurth__614104190121.json
PMR-000074,Würth Elektronik,61300511121,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__61300511121.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__61300511121.json
PMR-000074,Würth Elektronik,61300511121,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__61300511121.json,
PMR-000074,Würth Elektronik,61300511121,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__61300511121.json,output\provider_profiles\MOUSER__W_rth_Elektronik__61300511121.json
PMR-000075,AMP,20021121-00006C4LF,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\AMP__20021121-00006C4LF.json,output\provider_profiles\DIGIKEY__AMP__20021121-00006C4LF.json
PMR-000075,AMP,20021121-00006C4LF,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\AMPHENOL_COMMUNICATIONS_SOLUTIONS__20021121-00006C4LF.json | Knowledge_Base\Current\TME\Product_Data\AMPHENOL_COMMUNICATIONS_SOLUTIONS__20021121-00006C4LF.json | Knowledge_Base\Current\TME\Product_Parameters\AMPHENOL_COMMUNICATIONS_SOLUTIONS__20021121-00006C4LF.json,output\provider_profiles\TME__AMP__20021121-00006C4LF.json
PMR-000075,AMP,20021121-00006C4LF,Mouser,Already Cached,,Knowledge_Base\Current\Mouser\Part_Number_Search\amp_Inc__20021121-00006C4LF.json,output\provider_profiles\MOUSER__AMP__20021121-00006C4LF.json
PMR-000076,Sullins Connector Solutions,NPTC061KFXC-RC,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Sullins_Connector_Solutions__NPTC061KFXC-RC.json,output\provider_profiles\DIGIKEY__Sullins_Connector_Solutions__NPTC061KFXC-RC.json
PMR-000076,Sullins Connector Solutions,NPTC061KFXC-RC,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Sullins_Connector_Solutions__NPTC061KFXC-RC.json,
PMR-000076,Sullins Connector Solutions,NPTC061KFXC-RC,Mouser,Not Found,Mouser returned no parts,Knowledge_Base\Current\Mouser\Part_Number_Search\Sullins_Connector_Solutions__NPTC061KFXC-RC.json,
PMR-000077,Wurth,692122030100,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Wurth__692122030100.json,output\provider_profiles\DIGIKEY__Wurth__692122030100.json
PMR-000077,Wurth,692122030100,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__692122030100.json,
PMR-000077,Wurth,692122030100,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__692122030100.json,output\provider_profiles\MOUSER__Wurth__692122030100.json
PMR-000078,GCT,USB4105-GF-A,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\GCT__USB4105-GF-A.json,output\provider_profiles\DIGIKEY__GCT__USB4105-GF-A.json
PMR-000078,GCT,USB4105-GF-A,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\GCT__USB4105-GF-A.json | Knowledge_Base\Current\TME\Product_Data\GCT__USB4105-GF-A.json | Knowledge_Base\Current\TME\Product_Parameters\GCT__USB4105-GF-A.json,output\provider_profiles\TME__GCT__USB4105-GF-A.json
PMR-000078,GCT,USB4105-GF-A,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\GCT__USB4105-GF-A.json,output\provider_profiles\MOUSER__GCT__USB4105-GF-A.json
PMR-000079,GCT,USB4920-00-A,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\GCT__USB4920-00-A.json,output\provider_profiles\DIGIKEY__GCT__USB4920-00-A.json
PMR-000079,GCT,USB4920-00-A,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\GCT__USB4920-00-A.json | Knowledge_Base\Current\TME\Product_Data\GCT__USB4920-00-A.json | Knowledge_Base\Current\TME\Product_Parameters\GCT__USB4920-00-A.json,output\provider_profiles\TME__GCT__USB4920-00-A.json
PMR-000079,GCT,USB4920-00-A,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\GCT__USB4920-00-A.json,output\provider_profiles\MOUSER__GCT__USB4920-00-A.json
PMR-000080,Wurth,61002011921,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product 61002011921 Not Found"",
                ""instance"": """",
                ""correlationId"": ""352f2555-5295-4876-d235-b3ea4fca4fa6"",
                ""errors"": []
            }
        ",,
PMR-000080,Wurth,61002011921,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__61002011921.json,
PMR-000080,Wurth,61002011921,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__61002011921.json,output\provider_profiles\MOUSER__Wurth__61002011921.json
PMR-000081,Hirose Electric Co Ltd,CX90MF-16P,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Hirose_Electric_Co_Ltd__CX90MF-16P.json,output\provider_profiles\DIGIKEY__Hirose_Electric_Co_Ltd__CX90MF-16P.json
PMR-000081,Hirose Electric Co Ltd,CX90MF-16P,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Hirose_Electric_Co_Ltd__CX90MF-16P.json,
PMR-000081,Hirose Electric Co Ltd,CX90MF-16P,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Hirose_Electric_Co_Ltd__CX90MF-16P.json,output\provider_profiles\MOUSER__Hirose_Electric_Co_Ltd__CX90MF-16P.json
PMR-000082,GCT,USB4085-GF-A,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\GCT__USB4085-GF-A.json,output\provider_profiles\DIGIKEY__GCT__USB4085-GF-A.json
PMR-000082,GCT,USB4085-GF-A,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\GCT__USB4085-GF-A.json | Knowledge_Base\Current\TME\Product_Data\GCT__USB4085-GF-A.json | Knowledge_Base\Current\TME\Product_Parameters\GCT__USB4085-GF-A.json,output\provider_profiles\TME__GCT__USB4085-GF-A.json
PMR-000082,GCT,USB4085-GF-A,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\GCT__USB4085-GF-A.json,output\provider_profiles\MOUSER__GCT__USB4085-GF-A.json
PMR-000083,Amp,12401948E412A,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Amp__12401948E412A.json,output\provider_profiles\DIGIKEY__Amp__12401948E412A.json
PMR-000083,Amp,12401948E412A,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Amp__12401948E412A.json,
PMR-000083,Amp,12401948E412A,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Amp__12401948E412A.json,output\provider_profiles\MOUSER__Amp__12401948E412A.json
PMR-000084,SameSky,UJ32-C-V-G-FMT-2-P24,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\SameSky__UJ32-C-V-G-FMT-2-P24.json,output\provider_profiles\DIGIKEY__SameSky__UJ32-C-V-G-FMT-2-P24.json
PMR-000084,SameSky,UJ32-C-V-G-FMT-2-P24,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\SameSky__UJ32-C-V-G-FMT-2-P24.json,
PMR-000084,SameSky,UJ32-C-V-G-FMT-2-P24,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\SameSky__UJ32-C-V-G-FMT-2-P24.json,output\provider_profiles\MOUSER__SameSky__UJ32-C-V-G-FMT-2-P24.json
PMR-000085,Molex,2169900001,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Molex__2169900001.json,output\provider_profiles\DIGIKEY__Molex__2169900001.json
PMR-000085,Molex,2169900001,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MOLEX__2169900001.json | Knowledge_Base\Current\TME\Product_Data\MOLEX__2169900001.json | Knowledge_Base\Current\TME\Product_Parameters\MOLEX__2169900001.json,output\provider_profiles\TME__Molex__2169900001.json
PMR-000085,Molex,2169900001,Mouser,Failed,HTTPError: 403 Client Error: Forbidden for url: https://api.mouser.com/api/v1/search/partnumber?apiKey=9ddef7f0-02ee-4bcf-b1e4-8ff038b36f45,,
PMR-000086,GCT,USB4110-GF-A,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\GCT__USB4110-GF-A.json,output\provider_profiles\DIGIKEY__GCT__USB4110-GF-A.json
PMR-000086,GCT,USB4110-GF-A,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\GCT__USB4110-GF-A.json | Knowledge_Base\Current\TME\Product_Data\GCT__USB4110-GF-A.json | Knowledge_Base\Current\TME\Product_Parameters\GCT__USB4110-GF-A.json,output\provider_profiles\TME__GCT__USB4110-GF-A.json
PMR-000086,GCT,USB4110-GF-A,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\GCT__USB4110-GF-A.json,output\provider_profiles\MOUSER__GCT__USB4110-GF-A.json
PMR-000087,Hirose Electric Co Ltd,FH26W-45S-0.3SHW(60),DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Hirose_Electric_Co_Ltd__FH26W-45S-0.3SHW_60.json,output\provider_profiles\DIGIKEY__Hirose_Electric_Co_Ltd__FH26W-45S-0.3SHW_60.json
PMR-000087,Hirose Electric Co Ltd,FH26W-45S-0.3SHW(60),TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\HIROSE__FH26W-45S-0.3SHW_60.json | Knowledge_Base\Current\TME\Product_Data\HIROSE__FH26W-45S-0.3SHW_60.json | Knowledge_Base\Current\TME\Product_Parameters\HIROSE__FH26W-45S-0.3SHW_60.json,output\provider_profiles\TME__Hirose_Electric_Co_Ltd__FH26W-45S-0.3SHW_60.json
PMR-000087,Hirose Electric Co Ltd,FH26W-45S-0.3SHW(60),Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Hirose_Electric_Co_Ltd__FH26W-45S-0.3SHW_60.json,output\provider_profiles\MOUSER__Hirose_Electric_Co_Ltd__FH26W-45S-0.3SHW_60.json
PMR-000088,Molex,1040310811,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Molex__1040310811.json,output\provider_profiles\DIGIKEY__Molex__1040310811.json
PMR-000088,Molex,1040310811,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MOLEX__1040310811.json | Knowledge_Base\Current\TME\Product_Data\MOLEX__1040310811.json | Knowledge_Base\Current\TME\Product_Parameters\MOLEX__1040310811.json,output\provider_profiles\TME__Molex__1040310811.json
PMR-000088,Molex,1040310811,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Molex__1040310811.json,output\provider_profiles\MOUSER__Molex__1040310811.json
PMR-000089,Würth Elektronik,693071010811,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__693071010811.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__693071010811.json
PMR-000089,Würth Elektronik,693071010811,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__693071010811.json,
PMR-000089,Würth Elektronik,693071010811,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__693071010811.json,output\provider_profiles\MOUSER__W_rth_Elektronik__693071010811.json
PMR-000090,Würth Elektronik,693072010801,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__693072010801.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__693072010801.json
PMR-000090,Würth Elektronik,693072010801,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__693072010801.json,
PMR-000090,Würth Elektronik,693072010801,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__693072010801.json,output\provider_profiles\MOUSER__W_rth_Elektronik__693072010801.json
PMR-000091,Molex,5025700893,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Molex__5025700893.json,output\provider_profiles\DIGIKEY__Molex__5025700893.json
PMR-000091,Molex,5025700893,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MOLEX__5025700893.json | Knowledge_Base\Current\TME\Product_Data\MOLEX__5025700893.json | Knowledge_Base\Current\TME\Product_Parameters\MOLEX__5025700893.json,output\provider_profiles\TME__Molex__5025700893.json
PMR-000091,Molex,5025700893,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Molex__5025700893.json,output\provider_profiles\MOUSER__Molex__5025700893.json
PMR-000092,Wurth,632722200212,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Wurth__632722200212.json,output\provider_profiles\DIGIKEY__Wurth__632722200212.json
PMR-000092,Wurth,632722200212,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__632722200212.json,
PMR-000092,Wurth,632722200212,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__632722200212.json,output\provider_profiles\MOUSER__Wurth__632722200212.json
PMR-000093,Wurth,629722000214,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Wurth__629722000214.json,output\provider_profiles\DIGIKEY__Wurth__629722000214.json
PMR-000093,Wurth,629722000214,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__629722000214.json,
PMR-000093,Wurth,629722000214,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__629722000214.json,output\provider_profiles\MOUSER__Wurth__629722000214.json
PMR-000094,Microchip Technology,MCP4811-E/SN,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Microchip_Technology__MCP4811-E_SN.json,output\provider_profiles\DIGIKEY__Microchip_Technology__MCP4811-E_SN.json
PMR-000094,Microchip Technology,MCP4811-E/SN,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MICROCHIP_TECHNOLOGY__MCP4811-E_SN.json | Knowledge_Base\Current\TME\Product_Data\MICROCHIP_TECHNOLOGY__MCP4811-E_SN.json | Knowledge_Base\Current\TME\Product_Parameters\MICROCHIP_TECHNOLOGY__MCP4811-E_SN.json,output\provider_profiles\TME__Microchip_Technology__MCP4811-E_SN.json
PMR-000094,Microchip Technology,MCP4811-E/SN,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Microchip_Technology__MCP4811-E_SN.json,output\provider_profiles\MOUSER__Microchip_Technology__MCP4811-E_SN.json
PMR-000095,Microchip Technology,MCP4812-E/SN,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Microchip_Technology__MCP4812-E_SN.json,output\provider_profiles\DIGIKEY__Microchip_Technology__MCP4812-E_SN.json
PMR-000095,Microchip Technology,MCP4812-E/SN,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MICROCHIP_TECHNOLOGY__MCP4812-E_SN.json | Knowledge_Base\Current\TME\Product_Data\MICROCHIP_TECHNOLOGY__MCP4812-E_SN.json | Knowledge_Base\Current\TME\Product_Parameters\MICROCHIP_TECHNOLOGY__MCP4812-E_SN.json,output\provider_profiles\TME__Microchip_Technology__MCP4812-E_SN.json
PMR-000095,Microchip Technology,MCP4812-E/SN,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Microchip_Technology__MCP4812-E_SN.json,output\provider_profiles\MOUSER__Microchip_Technology__MCP4812-E_SN.json
PMR-000096,Analog Devices Inc./Maxim Integrated,LTC2630ISC6-LZ12#TRMPBF,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Analog_Devices_Inc._Maxim_Integrated__LTC2630ISC6-LZ12_TRMPBF.json,output\provider_profiles\DIGIKEY__Analog_Devices_Inc._Maxim_Integrated__LTC2630ISC6-LZ12_TRMPBF.json
PMR-000096,Analog Devices Inc./Maxim Integrated,LTC2630ISC6-LZ12#TRMPBF,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Analog_Devices_Inc._Maxim_Integrated__LTC2630ISC6-LZ12_TRMPBF.json,
PMR-000096,Analog Devices Inc./Maxim Integrated,LTC2630ISC6-LZ12#TRMPBF,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Analog_Devices_Inc._Maxim_Integrated__LTC2630ISC6-LZ12_TRMPBF.json,output\provider_profiles\MOUSER__Analog_Devices_Inc._Maxim_Integrated__LTC2630ISC6-LZ12_TRMPBF.json
PMR-000097,Microchip Technology,MCP4725A0T-E/CH,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Microchip_Technology__MCP4725A0T-E_CH.json,output\provider_profiles\DIGIKEY__Microchip_Technology__MCP4725A0T-E_CH.json
PMR-000097,Microchip Technology,MCP4725A0T-E/CH,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MICROCHIP_TECHNOLOGY__MCP4725A0T-E_CH.json | Knowledge_Base\Current\TME\Product_Data\MICROCHIP_TECHNOLOGY__MCP4725A0T-E_CH.json | Knowledge_Base\Current\TME\Product_Parameters\MICROCHIP_TECHNOLOGY__MCP4725A0T-E_CH.json,output\provider_profiles\TME__Microchip_Technology__MCP4725A0T-E_CH.json
PMR-000097,Microchip Technology,MCP4725A0T-E/CH,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Microchip_Technology__MCP4725A0T-E_CH.json,output\provider_profiles\MOUSER__Microchip_Technology__MCP4725A0T-E_CH.json
PMR-000098,Diotec Semiconductor,1N4448W,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Duplicate Products found for 1n4448w. Please narrow your search or provide manufacturerId"",
                ""instance"": """",
                ""correlationId"": ""f5d448ca-0bc0-41ae-d51e-357b4d9d34db"",
                ""errors"": []
            }
        ",,
PMR-000098,Diotec Semiconductor,1N4448W,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\DIOTEC_SEMICONDUCTOR__1N4448W.json | Knowledge_Base\Current\TME\Product_Data\DIOTEC_SEMICONDUCTOR__1N4448W.json | Knowledge_Base\Current\TME\Product_Parameters\DIOTEC_SEMICONDUCTOR__1N4448W.json,output\provider_profiles\TME__Diotec_Semiconductor__1N4448W.json
PMR-000098,Diotec Semiconductor,1N4448W,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Diotec_Semiconductor__1N4448W.json,output\provider_profiles\MOUSER__Diotec_Semiconductor__1N4448W.json
PMR-000099,Microchip Technology,SMBJ5361B/TR13,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Microchip_Technology__SMBJ5361B_TR13.json,output\provider_profiles\DIGIKEY__Microchip_Technology__SMBJ5361B_TR13.json
PMR-000099,Microchip Technology,SMBJ5361B/TR13,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Microchip_Technology__SMBJ5361B_TR13.json,
PMR-000099,Microchip Technology,SMBJ5361B/TR13,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Microchip_Technology__SMBJ5361B_TR13.json,output\provider_profiles\MOUSER__Microchip_Technology__SMBJ5361B_TR13.json
PMR-000100,Comchip,CDBU40,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Comchip__CDBU40.json,output\provider_profiles\DIGIKEY__Comchip__CDBU40.json
PMR-000100,Comchip,CDBU40,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Comchip__CDBU40.json,
PMR-000100,Comchip,CDBU40,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Comchip__CDBU40.json,output\provider_profiles\MOUSER__Comchip__CDBU40.json
PMR-000101,OnSemi,SS14,DigiKey,Already Cached,,Knowledge_Base\Current\DigiKey\Product_Details\OnSemi__SS14.json,output\provider_profiles\DIGIKEY__OnSemi__SS14.json
PMR-000101,OnSemi,SS14,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ONSEMI__SS14.json | Knowledge_Base\Current\TME\Product_Data\ONSEMI__SS14.json | Knowledge_Base\Current\TME\Product_Parameters\ONSEMI__SS14.json,output\provider_profiles\TME__OnSemi__SS14.json
PMR-000101,OnSemi,SS14,Mouser,Already Cached,,Knowledge_Base\Current\Mouser\Part_Number_Search\OnSemi__SS14.json,output\provider_profiles\MOUSER__OnSemi__SS14.json
PMR-000102,Taiwan Semi,TS4148 RCG,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Taiwan_Semi__TS4148_RCG.json,output\provider_profiles\DIGIKEY__Taiwan_Semi__TS4148_RCG.json
PMR-000102,Taiwan Semi,TS4148 RCG,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\TAIWAN_SEMICONDUCTOR__TS4148_RCG.json | Knowledge_Base\Current\TME\Product_Data\TAIWAN_SEMICONDUCTOR__TS4148_RCG.json | Knowledge_Base\Current\TME\Product_Parameters\TAIWAN_SEMICONDUCTOR__TS4148_RCG.json,output\provider_profiles\TME__Taiwan_Semi__TS4148_RCG.json
PMR-000102,Taiwan Semi,TS4148 RCG,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Taiwan_Semi__TS4148_RCG.json,output\provider_profiles\MOUSER__Taiwan_Semi__TS4148_RCG.json
PMR-000103,onsemi,MMSD914T1G,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\onsemi__MMSD914T1G.json,output\provider_profiles\DIGIKEY__onsemi__MMSD914T1G.json
PMR-000103,onsemi,MMSD914T1G,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ONSEMI__MMSD914T1G.json | Knowledge_Base\Current\TME\Product_Data\ONSEMI__MMSD914T1G.json | Knowledge_Base\Current\TME\Product_Parameters\ONSEMI__MMSD914T1G.json,output\provider_profiles\TME__onsemi__MMSD914T1G.json
PMR-000103,onsemi,MMSD914T1G,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\onsemi__MMSD914T1G.json,output\provider_profiles\MOUSER__onsemi__MMSD914T1G.json
PMR-000104,Vishay General Semiconductor - Diodes Division,MB4S-E3/80,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Vishay_General_Semiconductor_-_Diodes_Division__MB4S-E3_80.json,output\provider_profiles\DIGIKEY__Vishay_General_Semiconductor_-_Diodes_Division__MB4S-E3_80.json
PMR-000104,Vishay General Semiconductor - Diodes Division,MB4S-E3/80,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\VISHAY__MB4S-E3_80.json | Knowledge_Base\Current\TME\Product_Data\VISHAY__MB4S-E3_80.json | Knowledge_Base\Current\TME\Product_Parameters\VISHAY__MB4S-E3_80.json,output\provider_profiles\TME__Vishay_General_Semiconductor_-_Diodes_Division__MB4S-E3_80.json
PMR-000104,Vishay General Semiconductor - Diodes Division,MB4S-E3/80,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Vishay_General_Semiconductor_-_Diodes_Division__MB4S-E3_80.json,output\provider_profiles\MOUSER__Vishay_General_Semiconductor_-_Diodes_Division__MB4S-E3_80.json
PMR-000105,Würth Elektronik,742792625,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__742792625.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__742792625.json
PMR-000105,Würth Elektronik,742792625,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__742792625.json,
