Record ID,Manufacturer,Manufacturer Part Number,Provider,Status,Message,Knowledge Base Paths,PDCPartProfile Path
PMR-000252,Semtech,RClamp3371ZC,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product rclamp3371zc Not Found"",
                ""instance"": """",
                ""correlationId"": ""6665418d-9128-4c8a-9dc7-261e97c009bb"",
                ""errors"": []
            }
        ",,
PMR-000252,Semtech,RClamp3371ZC,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Semtech__RClamp3371ZC.json,
PMR-000253,Bourns Inc.,SMBJ7.0A,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Duplicate Products found for smbj7.0a. Please narrow your search or provide manufacturerId"",
                ""instance"": """",
                ""correlationId"": ""3a97b410-42c3-4104-d910-12042450a717"",
                ""errors"": []
            }
        ",,
PMR-000254,ST Micro,USBLC6-2SC6,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Duplicate Products found for usblc6-2sc6. Please narrow your search or provide manufacturerId"",
                ""instance"": """",
                ""correlationId"": ""2074efcb-7988-470b-ac90-271113d4019b"",
                ""errors"": []
            }
        ",,
PMR-000255,Semtech,UCLAMP2411ZATFT,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Semtech__UCLAMP2411ZATFT.json,
PMR-000256,EVVO,PESD1CAN,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Duplicate Products found for pesd1can. Please narrow your search or provide manufacturerId"",
                ""instance"": """",
                ""correlationId"": ""4a0be05f-033c-489c-b1d3-1f6e0146da11"",
                ""errors"": []
            }
        ",,
PMR-000258,Semtech,TDS2221PW,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product tds2221pw Not Found"",
                ""instance"": """",
                ""correlationId"": ""aa6f065a-6b36-4795-f7df-87591a0acda1"",
                ""errors"": []
            }
        ",,
PMR-000258,Semtech,TDS2221PW,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Semtech__TDS2221PW.json,
PMR-000259,TI,TPD8S300ARUKR,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\TI__TPD8S300ARUKR.json,
PMR-000260,TI,TPD6S300ARUKR,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\TI__TPD6S300ARUKR.json,
